,0,1,2,3,4,5,6,7,8,9
0,365.0,0.0,3.0,2.0,0.0,9.0,10.0,1.0,8.0,2.0
1,0.0,382.0,5.0,2.0,2.0,0.0,4.0,0.0,5.0,0.0
2,7.0,0.0,329.0,8.0,9.0,2.0,8.0,9.0,23.0,5.0
3,1.0,2.0,16.0,315.0,5.0,16.0,5.0,9.0,19.0,12.0
4,0.0,0.0,1.0,2.0,354.0,1.0,7.0,4.0,10.0,21.0
5,21.0,4.0,2.0,29.0,12.0,271.0,13.0,9.0,33.0,6.0
6,18.0,3.0,4.0,0.0,7.0,7.0,348.0,5.0,8.0,0.0
7,5.0,5.0,13.0,4.0,11.0,1.0,1.0,334.0,6.0,20.0
8,7.0,4.0,16.0,24.0,8.0,20.0,1.0,4.0,305.0,11.0
9,5.0,5.0,7.0,7.0,40.0,3.0,2.0,23.0,27.0,281.0
