,0,1,2,3,4,5,6,7,8,9
0,347.0,0.0,5.0,5.0,1.0,16.0,13.0,1.0,8.0,4.0
1,0.0,367.0,6.0,8.0,1.0,1.0,6.0,1.0,10.0,0.0
2,9.0,1.0,315.0,12.0,4.0,3.0,17.0,12.0,22.0,5.0
3,0.0,1.0,17.0,321.0,2.0,16.0,6.0,13.0,13.0,11.0
4,0.0,2.0,0.0,7.0,319.0,6.0,17.0,8.0,14.0,27.0
5,19.0,3.0,2.0,41.0,10.0,271.0,14.0,11.0,24.0,5.0
6,15.0,2.0,5.0,2.0,8.0,6.0,350.0,5.0,7.0,0.0
7,4.0,7.0,12.0,5.0,8.0,2.0,2.0,331.0,4.0,25.0
8,6.0,6.0,18.0,33.0,5.0,37.0,6.0,4.0,274.0,11.0
9,4.0,4.0,7.0,6.0,31.0,6.0,2.0,32.0,27.0,281.0
