,0,1,2,3,4,5,6,7,8,9
0,359.0,0.0,2.0,3.0,0.0,9.0,11.0,1.0,11.0,4.0
1,0.0,380.0,2.0,3.0,2.0,0.0,5.0,1.0,7.0,0.0
2,12.0,4.0,300.0,13.0,6.0,2.0,16.0,11.0,28.0,8.0
3,1.0,2.0,8.0,325.0,3.0,10.0,5.0,13.0,20.0,13.0
4,0.0,3.0,0.0,5.0,335.0,3.0,8.0,4.0,14.0,28.0
5,32.0,4.0,1.0,45.0,10.0,240.0,14.0,9.0,38.0,7.0
6,19.0,3.0,2.0,1.0,9.0,6.0,348.0,3.0,9.0,0.0
7,7.0,9.0,11.0,5.0,11.0,1.0,2.0,323.0,6.0,25.0
8,7.0,6.0,14.0,30.0,7.0,20.0,5.0,3.0,298.0,10.0
9,5.0,6.0,3.0,7.0,34.0,1.0,2.0,22.0,31.0,289.0
