,0,1,2,3,4,5,6,7,8,9
0,397.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.0,394.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2,1.0,1.0,378.0,3.0,1.0,0.0,7.0,3.0,3.0,3.0
3,0.0,0.0,5.0,383.0,1.0,2.0,0.0,5.0,2.0,2.0
4,0.0,0.0,1.0,0.0,386.0,0.0,0.0,2.0,3.0,8.0
5,1.0,0.0,0.0,10.0,2.0,378.0,3.0,0.0,4.0,2.0
6,2.0,3.0,0.0,1.0,2.0,1.0,389.0,2.0,0.0,0.0
7,0.0,4.0,4.0,0.0,6.0,0.0,0.0,377.0,1.0,8.0
8,2.0,0.0,2.0,4.0,4.0,6.0,1.0,3.0,374.0,4.0
9,3.0,4.0,1.0,7.0,5.0,3.0,0.0,2.0,6.0,369.0
