,0,1,2,3,4,5,6,7,8,9
0,360.0,0.0,4.0,2.0,0.0,11.0,12.0,1.0,7.0,3.0
1,0.0,375.0,8.0,3.0,1.0,0.0,6.0,1.0,6.0,0.0
2,12.0,3.0,319.0,12.0,4.0,3.0,16.0,12.0,14.0,5.0
3,1.0,2.0,16.0,318.0,2.0,16.0,5.0,13.0,13.0,14.0
4,0.0,3.0,0.0,5.0,331.0,4.0,15.0,6.0,10.0,26.0
5,34.0,3.0,2.0,39.0,13.0,259.0,13.0,10.0,21.0,6.0
6,18.0,3.0,5.0,1.0,9.0,6.0,348.0,4.0,6.0,0.0
7,8.0,8.0,15.0,4.0,10.0,1.0,2.0,324.0,2.0,26.0
8,14.0,9.0,22.0,31.0,9.0,34.0,6.0,4.0,255.0,16.0
9,5.0,6.0,5.0,6.0,36.0,4.0,2.0,23.0,21.0,292.0
